Date,Account,Description,Debit_FC,Credit_FC,Balance_FC,Debit_ZAR,Credit_ZAR,Balance_ZAR,Category,Reference,Currency,FX_to_ZAR_at_Txn,Latitude,Longitude,Counterparty
2025-01-01,CPT02,POS Settlement,0.0,5924.55,466837.7099999999,0.0,5924.55,466837.7099999999,Sales,DEP545409604,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-01,CPT02,Ecommerce Payout,0.0,8597.75,475435.4599999999,0.0,8597.75,475435.4599999999,Sales,DEP569440086,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-01,CPT02,Ecommerce Payout,0.0,7301.9,482737.3599999999,0.0,7301.9,482737.3599999999,Sales,DEP570266149,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-01,CPT02,Ecommerce Payout,0.0,2441.63,485178.98999999993,0.0,2441.63,485178.98999999993,Sales,DEP668500076,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-01,CPT02,POS Settlement,0.0,5421.78,490600.76999999996,0.0,5421.78,490600.76999999996,Sales,DEP680711450,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-01,CPT02,Ecommerce Payout,0.0,5842.66,496443.42999999993,0.0,5842.66,496443.42999999993,Sales,DEP748841658,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-01,CPT02,POS Settlement,0.0,854.11,497297.5399999999,0.0,854.11,497297.5399999999,Sales,DEP768894940,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-01,CPT02,POS Settlement,0.0,22049.74,519347.2799999999,0.0,22049.74,519347.2799999999,Sales,DEP789957000,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-01,CPT02,Ecommerce Payout,0.0,2289.34,521636.61999999994,0.0,2289.34,521636.61999999994,Sales,DEP801199777,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-01,CPT02,POS Settlement,0.0,5924.49,527561.11,0.0,5924.49,527561.11,Sales,DEP820339397,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-01,CPT02,Ecommerce Payout,0.0,411.78,527972.89,0.0,411.78,527972.89,Sales,DEP880649650,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-01,CPT02,POS Settlement,0.0,11513.53,539486.42,0.0,11513.53,539486.42,Sales,DEP893850096,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-01,CPT02,Ecommerce Payout,0.0,664.82,540151.24,0.0,664.82,540151.24,Sales,DEP916984717,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-01,CPT02,POS Settlement,0.0,16762.52,556913.76,0.0,16762.52,556913.76,Sales,DEP925371190,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-01,CPT02,POS Settlement,0.0,27401.44,584315.2,0.0,27401.44,584315.2,Sales,DEP958119536,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-02,CPT02,Ecommerce Payout,0.0,18684.31,602999.51,0.0,18684.31,602999.51,Sales,DEP109482707,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,POS Settlement,0.0,28466.52,631466.03,0.0,28466.52,631466.03,Sales,DEP127899554,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,POS Settlement,0.0,20385.8,651851.8300000001,0.0,20385.8,651851.8300000001,Sales,DEP171975675,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,Ecommerce Payout,0.0,25381.01,677232.8400000001,0.0,25381.01,677232.8400000001,Sales,DEP186193921,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,Ecommerce Payout,0.0,12976.2,690209.04,0.0,12976.2,690209.04,Sales,DEP217502513,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,Ecommerce Payout,0.0,44692.95,734901.99,0.0,44692.95,734901.99,Sales,DEP218451861,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-02,CPT02,POS Settlement,0.0,22879.06,757781.05,0.0,22879.06,757781.05,Sales,DEP284669613,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-02,CPT02,Ecommerce Payout,0.0,4437.08,762218.13,0.0,4437.08,762218.13,Sales,DEP300348420,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-02,CPT02,POS Settlement,0.0,6981.31,769199.4400000001,0.0,6981.31,769199.4400000001,Sales,DEP306565193,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-02,CPT02,Ecommerce Payout,0.0,1653.78,770853.2200000001,0.0,1653.78,770853.2200000001,Sales,DEP321217092,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-02,CPT02,POS Settlement,0.0,31487.0,802340.2200000001,0.0,31487.0,802340.2200000001,Sales,DEP330193646,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-02,CPT02,Ecommerce Payout,0.0,4407.34,806747.56,0.0,4407.34,806747.56,Sales,DEP331626935,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-02,CPT02,POS Settlement,0.0,1741.26,808488.8200000001,0.0,1741.26,808488.8200000001,Sales,DEP375470118,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,Ecommerce Payout,0.0,6973.21,815462.03,0.0,6973.21,815462.03,Sales,DEP376935841,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,Ecommerce Payout,0.0,9943.85,825405.88,0.0,9943.85,825405.88,Sales,DEP399961440,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,POS Settlement,0.0,541.82,825947.7,0.0,541.82,825947.7,Sales,DEP424396958,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,POS Settlement,0.0,9343.44,835291.1399999999,0.0,9343.44,835291.1399999999,Sales,DEP439383904,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,POS Settlement,0.0,4186.52,839477.6599999999,0.0,4186.52,839477.6599999999,Sales,DEP468404961,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,POS Settlement,0.0,41583.95,881061.6099999999,0.0,41583.95,881061.6099999999,Sales,DEP488711497,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-02,CPT02,Ecommerce Payout,0.0,1963.25,883024.8599999999,0.0,1963.25,883024.8599999999,Sales,DEP506944524,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-02,CPT02,POS Settlement,0.0,13504.33,896529.1899999998,0.0,13504.33,896529.1899999998,Sales,DEP513074234,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-02,CPT02,Ecommerce Payout,0.0,41618.21,938147.3999999998,0.0,41618.21,938147.3999999998,Sales,DEP542922968,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-02,CPT02,Ecommerce Payout,0.0,34396.4,972543.7999999998,0.0,34396.4,972543.7999999998,Sales,DEP547308114,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-02,CPT02,POS Settlement,0.0,5193.18,977736.9799999999,0.0,5193.18,977736.9799999999,Sales,DEP557580073,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,POS Settlement,0.0,22582.85,1000319.8299999998,0.0,22582.85,1000319.8299999998,Sales,DEP557812126,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,POS Settlement,0.0,11861.55,1012181.3799999999,0.0,11861.55,1012181.3799999999,Sales,DEP569505286,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-02,CPT02,Ecommerce Payout,0.0,10544.89,1022726.2699999999,0.0,10544.89,1022726.2699999999,Sales,DEP599200599,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,POS Settlement,0.0,6929.56,1029655.83,0.0,6929.56,1029655.83,Sales,DEP599571204,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,Ecommerce Payout,0.0,5492.56,1035148.39,0.0,5492.56,1035148.39,Sales,DEP633127897,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-02,CPT02,Ecommerce Payout,0.0,3480.39,1038628.78,0.0,3480.39,1038628.78,Sales,DEP684169793,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,Ecommerce Payout,0.0,650.71,1039279.49,0.0,650.71,1039279.49,Sales,DEP734973386,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,Ecommerce Payout,0.0,9318.26,1048597.75,0.0,9318.26,1048597.75,Sales,DEP803798517,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,Ecommerce Payout,0.0,35401.76,1083999.51,0.0,35401.76,1083999.51,Sales,DEP819905241,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-02,CPT02,POS Settlement,0.0,6347.93,1090347.44,0.0,6347.93,1090347.44,Sales,DEP832176195,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,POS Settlement,0.0,20781.65,1111129.0899999999,0.0,20781.65,1111129.0899999999,Sales,DEP885608305,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-02,CPT02,Ecommerce Payout,0.0,15869.22,1126998.3099999998,0.0,15869.22,1126998.3099999998,Sales,DEP892067338,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-02,CPT02,POS Settlement,0.0,14920.75,1141919.0599999998,0.0,14920.75,1141919.0599999998,Sales,DEP908449538,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,Ecommerce Payout,0.0,2276.42,1144195.4799999997,0.0,2276.42,1144195.4799999997,Sales,DEP909747924,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-02,CPT02,Ecommerce Payout,0.0,24875.97,1169071.4499999997,0.0,24875.97,1169071.4499999997,Sales,DEP966400674,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-02,CPT02,POS Settlement,0.0,2435.6,1171507.0499999998,0.0,2435.6,1171507.0499999998,Sales,DEP967628676,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-02,CPT02,Ecommerce Payout,0.0,29303.46,1200810.5099999998,0.0,29303.46,1200810.5099999998,Sales,DEP993836919,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,POS Settlement,0.0,9393.53,1210204.0399999998,0.0,9393.53,1210204.0399999998,Sales,DEP106894896,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-03,CPT02,POS Settlement,0.0,17837.24,1228041.2799999998,0.0,17837.24,1228041.2799999998,Sales,DEP127906222,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-03,CPT02,POS Settlement,0.0,18683.89,1246725.1699999997,0.0,18683.89,1246725.1699999997,Sales,DEP130269486,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,POS Settlement,0.0,3546.65,1250271.8199999996,0.0,3546.65,1250271.8199999996,Sales,DEP143948835,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,Ecommerce Payout,0.0,2844.36,1253116.1799999997,0.0,2844.36,1253116.1799999997,Sales,DEP158472456,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-03,CPT02,POS Settlement,0.0,19741.4,1272857.5799999996,0.0,19741.4,1272857.5799999996,Sales,DEP174582173,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,POS Settlement,0.0,4273.52,1277131.0999999996,0.0,4273.52,1277131.0999999996,Sales,DEP182800156,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,Ecommerce Payout,0.0,3908.66,1281039.7599999995,0.0,3908.66,1281039.7599999995,Sales,DEP192326904,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,Ecommerce Payout,0.0,7710.95,1288750.7099999995,0.0,7710.95,1288750.7099999995,Sales,DEP196906594,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-03,CPT02,POS Settlement,0.0,1046.62,1289797.3299999996,0.0,1046.62,1289797.3299999996,Sales,DEP263366704,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-03,CPT02,POS Settlement,0.0,4156.24,1293953.5699999996,0.0,4156.24,1293953.5699999996,Sales,DEP325521584,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,POS Settlement,0.0,9712.54,1303666.1099999996,0.0,9712.54,1303666.1099999996,Sales,DEP360335852,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-03,CPT02,Ecommerce Payout,0.0,12795.95,1316462.0599999996,0.0,12795.95,1316462.0599999996,Sales,DEP399853648,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,POS Settlement,0.0,4802.29,1321264.3499999996,0.0,4802.29,1321264.3499999996,Sales,DEP411378498,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-03,CPT02,Ecommerce Payout,0.0,8522.24,1329786.5899999996,0.0,8522.24,1329786.5899999996,Sales,DEP412166990,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-03,CPT02,POS Settlement,0.0,8407.6,1338194.1899999997,0.0,8407.6,1338194.1899999997,Sales,DEP435836085,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,POS Settlement,0.0,17112.82,1355307.0099999998,0.0,17112.82,1355307.0099999998,Sales,DEP475507694,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,Ecommerce Payout,0.0,3773.68,1359080.6899999997,0.0,3773.68,1359080.6899999997,Sales,DEP482002113,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-03,CPT02,Ecommerce Payout,0.0,26284.29,1385364.9799999997,0.0,26284.29,1385364.9799999997,Sales,DEP515399358,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,POS Settlement,0.0,5758.01,1391122.9899999998,0.0,5758.01,1391122.9899999998,Sales,DEP517144813,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,Ecommerce Payout,0.0,18472.19,1409595.1799999997,0.0,18472.19,1409595.1799999997,Sales,DEP528226858,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-03,CPT02,POS Settlement,0.0,46809.01,1456404.1899999997,0.0,46809.01,1456404.1899999997,Sales,DEP529473862,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-03,CPT02,Ecommerce Payout,0.0,26165.08,1482569.2699999998,0.0,26165.08,1482569.2699999998,Sales,DEP573320003,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,POS Settlement,0.0,19361.26,1501930.5299999998,0.0,19361.26,1501930.5299999998,Sales,DEP574767009,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,POS Settlement,0.0,3786.87,1505717.4,0.0,3786.87,1505717.4,Sales,DEP579279378,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,POS Settlement,0.0,5190.05,1510907.45,0.0,5190.05,1510907.45,Sales,DEP586056744,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,POS Settlement,0.0,21959.34,1532866.79,0.0,21959.34,1532866.79,Sales,DEP609289429,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,Ecommerce Payout,0.0,40931.62,1573798.4100000001,0.0,40931.62,1573798.4100000001,Sales,DEP645513233,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-03,CPT02,Ecommerce Payout,0.0,1973.67,1575772.08,0.0,1973.67,1575772.08,Sales,DEP680942419,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,POS Settlement,0.0,4984.01,1580756.09,0.0,4984.01,1580756.09,Sales,DEP713761924,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,POS Settlement,0.0,3912.89,1584668.98,0.0,3912.89,1584668.98,Sales,DEP796356558,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-03,CPT02,POS Settlement,0.0,86526.68,1671195.66,0.0,86526.68,1671195.66,Sales,DEP833733208,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,Ecommerce Payout,0.0,32193.74,1703389.4,0.0,32193.74,1703389.4,Sales,DEP869253229,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-03,CPT02,Ecommerce Payout,0.0,23321.19,1726710.5899999999,0.0,23321.19,1726710.5899999999,Sales,DEP895534100,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-03,CPT02,Ecommerce Payout,0.0,3414.33,1730124.92,0.0,3414.33,1730124.92,Sales,DEP936319113,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-03,CPT02,Ecommerce Payout,0.0,10082.7,1740207.6199999999,0.0,10082.7,1740207.6199999999,Sales,DEP939360457,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-03,CPT02,Ecommerce Payout,0.0,32920.44,1773128.0599999998,0.0,32920.44,1773128.0599999998,Sales,DEP955134611,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,23901.57,1797029.63,0.0,23901.57,1797029.63,Sales,DEP102252749,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-04,CPT02,POS Settlement,0.0,50761.27,1847790.9,0.0,50761.27,1847790.9,Sales,DEP125329398,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-04,CPT02,POS Settlement,0.0,805.77,1848596.67,0.0,805.77,1848596.67,Sales,DEP138663809,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,Ecommerce Payout,0.0,35039.37,1883636.04,0.0,35039.37,1883636.04,Sales,DEP139792613,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,24503.63,1908139.67,0.0,24503.63,1908139.67,Sales,DEP176431742,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,20847.02,1928986.69,0.0,20847.02,1928986.69,Sales,DEP199369473,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-04,CPT02,Ecommerce Payout,0.0,23503.78,1952490.47,0.0,23503.78,1952490.47,Sales,DEP241283143,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,Ecommerce Payout,0.0,5053.11,1957543.58,0.0,5053.11,1957543.58,Sales,DEP247976719,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,Ecommerce Payout,0.0,30375.4,1987918.98,0.0,30375.4,1987918.98,Sales,DEP272990604,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-04,CPT02,POS Settlement,0.0,11728.14,1999647.1199999999,0.0,11728.14,1999647.1199999999,Sales,DEP298417790,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-04,CPT02,POS Settlement,0.0,462.18,2000109.2999999998,0.0,462.18,2000109.2999999998,Sales,DEP331587765,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,11879.08,2011988.38,0.0,11879.08,2011988.38,Sales,DEP440442580,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,Ecommerce Payout,0.0,38445.83,2050434.21,0.0,38445.83,2050434.21,Sales,DEP480280023,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-04,CPT02,Ecommerce Payout,0.0,12077.44,2062511.65,0.0,12077.44,2062511.65,Sales,DEP496823376,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,Ecommerce Payout,0.0,2503.11,2065014.76,0.0,2503.11,2065014.76,Sales,DEP502347641,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,Ecommerce Payout,0.0,50.0,2065064.76,0.0,50.0,2065064.76,Sales,DEP512133685,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,Ecommerce Payout,0.0,6043.73,2071108.49,0.0,6043.73,2071108.49,Sales,DEP527606986,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,POS Settlement,0.0,50.07,2071158.56,0.0,50.07,2071158.56,Sales,DEP594125936,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-04,CPT02,POS Settlement,0.0,3687.53,2074846.09,0.0,3687.53,2074846.09,Sales,DEP617367469,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-04,CPT02,Ecommerce Payout,0.0,9720.66,2084566.75,0.0,9720.66,2084566.75,Sales,DEP620704302,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,POS Settlement,0.0,3288.0,2087854.75,0.0,3288.0,2087854.75,Sales,DEP625301544,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,9708.99,2097563.74,0.0,9708.99,2097563.74,Sales,DEP645374568,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,33824.17,2131387.91,0.0,33824.17,2131387.91,Sales,DEP664450366,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-04,CPT02,POS Settlement,0.0,6052.85,2137440.7600000002,0.0,6052.85,2137440.7600000002,Sales,DEP672473699,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,Ecommerce Payout,0.0,63574.19,2201014.95,0.0,63574.19,2201014.95,Sales,DEP677021999,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,POS Settlement,0.0,15529.37,2216544.3200000003,0.0,15529.37,2216544.3200000003,Sales,DEP691563757,ZAR,1.0,-33.9249,18.4241,Yoco
2025-01-04,CPT02,POS Settlement,0.0,4990.34,2221534.66,0.0,4990.34,2221534.66,Sales,DEP698531448,ZAR,1.0,-33.9249,18.4241,Zapper
2025-01-04,CPT02,POS Settlement,0.0,2045.59,2223580.25,0.0,2045.59,2223580.25,Sales,DEP704414590,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-04,CPT02,Ecommerce Payout,0.0,8640.18,2232220.43,0.0,8640.18,2232220.43,Sales,DEP715563961,ZAR,1.0,-33.9249,18.4241,FNB POS
2025-01-04,CPT02,POS Settlement,0.0,2725.06,2234945.49,0.0,2725.06,2234945.49,Sales,DEP744348738,ZAR,1.0,-33.9249,18.4241,Ozow
2025-01-04,CPT02,POS Settlement,0.0,5271.75,2240217.24,0.0,5271.75,2240217.24,Sales,DEP745155318,ZAR,1.0,-33.9249,18.4241,PayFast
2025-01-04,CPT02,Ecommerce Payout,0.0,10555.93,2250773.1700000004,0.0,10555.93,2250773.1700000004,Sales,DEP747024610,ZAR,1.0,-33.9249,18.4241,Zapper
